query,ground_truth
"The following given embeddings correspond to ""standing"": [[-7.62051, 10.699587, -0.93181634]], and the following given embeddings correspond to ""stair up"": [[20.126642, -7.8083696, 0.6726175]]; classify the embedding [-15.712567,-16.211521,-0.8822415] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.2193623, 11.532964, -2.1414344]], and the following given embeddings correspond to ""stair up"": [[7.152383, -8.275063, 0.48359317]]; classify the embedding [-9.377901,11.436541,3.6029952] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.923025, 10.517578, -0.6360158]], and the following given embeddings correspond to ""stair up"": [[1.056772, 8.419645, 0.7439484]]; classify the embedding [-14.093052,-16.17272,0.32996652] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[2.5627387, -7.811724, 1.458259]], and the following given embeddings correspond to ""stair up"": [[0.72103304, 2.2057083, -3.1956348]]; classify the embedding [-14.92388,-16.455135,0.27122477] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-21.191793, 1.3573496, -4.1702437]], and the following given embeddings correspond to ""stair up"": [[8.529201, 14.793776, -0.15563272]]; classify the embedding [-1.5546155,-1.0402557,1.3924607] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.891901, -15.322912, 1.6647102]], and the following given embeddings correspond to ""stair up"": [[0.99381614, -5.28468, -0.6458123]]; classify the embedding [-2.1266217,-1.1563972,0.43011704] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.4528956, 11.947451, -2.257638]], and the following given embeddings correspond to ""stair up"": [[16.362076, -0.58662605, 1.1977109]]; classify the embedding [-17.57073,6.283,-1.5356311] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.077192, -17.744848, -0.17148362]], and the following given embeddings correspond to ""stair up"": [[5.128075, 4.2916503, -4.607848]]; classify the embedding [-14.69993,-17.184263,0.24922542] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.669992, -16.888025, 5.9329934]], and the following given embeddings correspond to ""stair up"": [[20.126642, -7.8083696, 0.6726175]]; classify the embedding [-9.394394,9.973387,3.9166677] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.2465925, -16.415268, 1.3289503]], and the following given embeddings correspond to ""stair up"": [[7.1923747, -7.917599, -0.5440061]]; classify the embedding [-9.46683,10.565044,3.953552] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.4528956, 11.947451, -2.257638]], and the following given embeddings correspond to ""stair up"": [[18.537086, -3.1653807, 1.2087562]]; classify the embedding [-15.9717045,-15.878621,-0.96401054] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.2389927, 12.283762, -3.508557]], and the following given embeddings correspond to ""stair up"": [[19.181248, -4.0704165, -2.471332]]; classify the embedding [-9.453157,10.204641,3.5441923] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.774995, 12.454895, -5.184774]], and the following given embeddings correspond to ""stair up"": [[4.0979495, 2.9616365, 0.8128543]]; classify the embedding [-8.28277,11.05675,3.6103337] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.128685, -10.808922, 5.0148754]], and the following given embeddings correspond to ""stair up"": [[9.644475, -0.016901731, -2.10455]]; classify the embedding [-11.728549,-16.36478,2.639246] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.71811, -5.109846, 6.743252]], and the following given embeddings correspond to ""stair up"": [[4.449132, -6.8467035, 0.7001314]]; classify the embedding [-11.140451,-17.496899,2.8300972] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.375638, -9.289811, 6.6247144]], and the following given embeddings correspond to ""stair up"": [[6.1659327, -7.5615544, 0.04354332]]; classify the embedding [-12.094665,-17.584528,2.6233833] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.8628736, -8.537142, 7.3607655]], and the following given embeddings correspond to ""stair up"": [[19.181248, -4.0704165, -2.471332]]; classify the embedding [-12.313951,-15.606952,4.180559] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.933696, -15.741813, 1.8337858]], and the following given embeddings correspond to ""stair up"": [[3.934787, 13.383424, -2.6817408]]; classify the embedding [-11.656746,-17.910078,0.3814311] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.1266217, -1.1563972, 0.43011704]], and the following given embeddings correspond to ""stair up"": [[7.9150443, 12.278261, -0.14413916]]; classify the embedding [-0.7299006,2.0831938,-3.5447268] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.4631686, -17.69159, 3.6341596]], and the following given embeddings correspond to ""stair up"": [[8.576677, 12.325073, 1.454764]]; classify the embedding [-11.262393,-17.499128,2.3185098] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.658226, -12.238466, 7.221425]], and the following given embeddings correspond to ""stair up"": [[4.5138197, 2.4697175, 2.2806938]]; classify the embedding [-8.137372,9.68886,4.286453] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-10.342663, -15.939319, 1.8503946]], and the following given embeddings correspond to ""stair up"": [[10.952114, -7.9432225, 0.84085405]]; classify the embedding [-22.364368,1.999624,-5.9582744] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.3242543, -9.241929, 8.231583]], and the following given embeddings correspond to ""stair up"": [[3.8569577, 2.9088256, 0.78112406]]; classify the embedding [-8.336286,9.78199,3.530838] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-22.359512, 0.73153603, -3.6182938]], and the following given embeddings correspond to ""stair up"": [[16.0487, -8.978434, 4.027952]]; classify the embedding [-18.793673,7.946805,-1.700696] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.9304234, -8.206371, 7.574687]], and the following given embeddings correspond to ""stair up"": [[11.335346, 0.93563896, 1.5537589]]; classify the embedding [-12.4682665,-17.442842,2.2840805] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-11.140451, -17.496899, 2.8300972]], and the following given embeddings correspond to ""stair up"": [[11.359806, -0.88301724, 0.21102722]]; classify the embedding [-22.176311,0.7595759,-4.521874] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.137372, 9.68886, 4.286453]], and the following given embeddings correspond to ""stair up"": [[18.537086, -3.1653807, 1.2087562]]; classify the embedding [-13.091911,-16.935686,2.638056] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.128685, -10.808922, 5.0148754]], and the following given embeddings correspond to ""stair up"": [[9.695298, 11.572062, -3.5230484]]; classify the embedding [-7.8350263,9.768978,3.4514666] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.5546155, -1.0402557, 1.3924607]], and the following given embeddings correspond to ""stair up"": [[3.550685, -0.2871315, 2.1056504]]; classify the embedding [-12.933713,-18.049154,1.6437143] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.0695934, -9.289785, 8.815848]], and the following given embeddings correspond to ""stair up"": [[3.1363564, 2.262559, 1.2576461]]; classify the embedding [-8.354995,10.322944,3.546533] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.528823, -14.805338, 3.9403806]], and the following given embeddings correspond to ""stair up"": [[6.5561666, 14.136191, -2.610764]]; classify the embedding [2.5627387,-7.811724,1.458259] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.238025, -14.727766, 5.11014]], and the following given embeddings correspond to ""stair up"": [[7.424555, 13.5688715, 2.3579524]]; classify the embedding [-12.513758,-17.19655,1.7423397] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.71811, -5.109846, 6.743252]], and the following given embeddings correspond to ""stair up"": [[1.8711098, -3.9620337, 3.161463]]; classify the embedding [-7.1467834,10.613065,4.0218544] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.4682665, -17.442842, 2.2840805]], and the following given embeddings correspond to ""stair up"": [[1.3937461, 0.12478226, -3.4075456]]; classify the embedding [-12.819477,-16.682074,1.8342836] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-11.049003, -15.154011, 0.7370655]], and the following given embeddings correspond to ""stair up"": [[6.255146, 6.1540813, -0.11757997]]; classify the embedding [-7.9832687,10.691039,3.241484] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.0681877, 9.790453, 0.97423667]], and the following given embeddings correspond to ""stair up"": [[4.3689303, 3.567343, -4.4287496]]; classify the embedding [-8.806764,10.868446,3.1769397] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.4363666, 10.558059, 1.5245211]], and the following given embeddings correspond to ""stair up"": [[1.0182462, -0.49043489, -3.2407856]]; classify the embedding [-8.321681,10.403326,4.071881] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.277186, 10.421233, 1.9681888]], and the following given embeddings correspond to ""stair up"": [[18.312368, -2.588412, 5.3422203]]; classify the embedding [-8.180752,11.135379,4.3943872] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.4141426, -9.216177, 9.177763]], and the following given embeddings correspond to ""stair up"": [[11.127473, -3.1625519, -4.3604555]]; classify the embedding [-8.64122,10.1404,4.416255] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.9229245, 9.58949, -0.58820456]], and the following given embeddings correspond to ""stair up"": [[8.552056, 3.603057, -4.9426985]]; classify the embedding [-10.052943,-15.347761,0.7400281] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.712567, -16.211521, -0.8822415]], and the following given embeddings correspond to ""stair up"": [[4.4622645, 0.106255874, 2.129223]]; classify the embedding [-9.090987,9.172022,2.357026] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-3.5911925, -10.97177, 8.8525]], and the following given embeddings correspond to ""stair up"": [[5.9224944, 11.321736, -4.6509724]]; classify the embedding [-8.887054,10.216922,2.4666913] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.146305, -16.812706, 3.6533325]], and the following given embeddings correspond to ""stair up"": [[9.713546, 0.78404874, -1.2550608]]; classify the embedding [-10.638185,-16.947828,0.2750565] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.255832, -14.292418, 4.842058]], and the following given embeddings correspond to ""stair up"": [[-0.7050519, 3.4156346, 2.8249516]]; classify the embedding [-10.0356245,-15.320769,1.79455] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.4675064, -14.793106, 5.382954]], and the following given embeddings correspond to ""stair up"": [[0.72103304, 2.2057083, -3.1956348]]; classify the embedding [-10.342663,-15.939319,1.8503946] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.255832, -14.292418, 4.842058]], and the following given embeddings correspond to ""stair up"": [[5.128075, 4.2916503, -4.607848]]; classify the embedding [-11.049003,-15.154011,0.7370655] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.4331154, -9.797401, 8.1397]], and the following given embeddings correspond to ""stair up"": [[1.5687175, -0.23296447, 0.9018724]]; classify the embedding [-7.5557194,-14.252883,1.6369822] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.192041, -10.162603, 7.7857676]], and the following given embeddings correspond to ""stair up"": [[7.232219, 8.000287, 1.5390695]]; classify the embedding [-10.444548,-16.465227,0.77976346] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.094665, -17.584528, 2.6233833]], and the following given embeddings correspond to ""stair up"": [[7.386108, 6.335107, -8.091463]]; classify the embedding [0.7629742,-5.870728,0.16043195] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.933696, -15.741813, 1.8337858]], and the following given embeddings correspond to ""stair up"": [[-0.27825892, 1.5273794, -3.218431]]; classify the embedding [-9.277186,10.421233,1.9681888] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-8.137372, 9.68886, 4.286453]], and the following given embeddings correspond to ""stair up"": [[0.72103304, 2.2057083, -3.1956348]]; classify the embedding [-8.36702,-14.566842,1.2891302] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-14.093052, -16.17272, 0.32996652]], and the following given embeddings correspond to ""stair up"": [[0.72103304, 2.2057083, -3.1956348]]; classify the embedding [-9.891901,-15.322912,1.6647102] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.995346, 10.183018, 0.74098086]], and the following given embeddings correspond to ""stair up"": [[8.576677, 12.325073, 1.454764]]; classify the embedding [-8.857307,9.681017,2.5080397] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.6279054, -9.868437, 7.314156]], and the following given embeddings correspond to ""stair up"": [[17.644073, -2.3282566, -5.906137]]; classify the embedding [-7.659783,10.117836,1.0471424] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-6.0232763, 12.302867, -5.5943727]], and the following given embeddings correspond to ""stair up"": [[-0.27825892, 1.5273794, -3.218431]]; classify the embedding [-7.6441507,-16.989195,5.6260815] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.513758, -17.19655, 1.7423397]], and the following given embeddings correspond to ""stair up"": [[-1.5037013, 4.3792133, 4.2309356]]; classify the embedding [-7.684179,9.684185,1.6502904] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-3.5911925, -10.97177, 8.8525]], and the following given embeddings correspond to ""stair up"": [[0.25556615, 2.3799834, 1.745354]]; classify the embedding [-7.0681877,9.790453,0.97423667] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-5.0116706, 13.117919, -5.3604712]], and the following given embeddings correspond to ""stair up"": [[0.99381614, -5.28468, -0.6458123]]; classify the embedding [-7.5328865,-15.9053755,2.8260975] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-1.5599886, -10.288994, 8.752169]], and the following given embeddings correspond to ""stair up"": [[2.1441805, -5.01501, -4.45989]]; classify the embedding [-7.3819737,-17.103474,3.0287902] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.819477, -16.682074, 1.8342836]], and the following given embeddings correspond to ""stair up"": [[18.050718, -6.016624, 2.8858745]]; classify the embedding [-7.895171,-17.328102,3.1125197] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-7.5328865, -15.9053755, 2.8260975]], and the following given embeddings correspond to ""stair up"": [[7.495535, -8.2528715, 0.32855517]]; classify the embedding [0.6442189,1.3253101,-2.888863] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.700275, -16.625248, 5.299857]], and the following given embeddings correspond to ""stair up"": [[8.552056, 3.603057, -4.9426985]]; classify the embedding [-8.146305,-16.812706,3.6533325] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-15.9717045, -15.878621, -0.96401054]], and the following given embeddings correspond to ""stair up"": [[10.676406, -5.050098, 1.9487063]]; classify the embedding [-7.0722513,-17.303135,4.185259] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-4.128685, -10.808922, 5.0148754]], and the following given embeddings correspond to ""stair up"": [[-2.2799594, 6.5602436, 1.677233]]; classify the embedding [-7.3294544,-18.2057,4.475576] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-10.638185, -16.947828, 0.2750565]], and the following given embeddings correspond to ""stair up"": [[17.644543, -1.9026268, 1.6271317]]; classify the embedding [-22.359512,0.73153603,-3.6182938] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.2594671, -8.521071, 6.236994]], and the following given embeddings correspond to ""stair up"": [[1.4749086, -4.533681, -0.030479573]]; classify the embedding [-9.700275,-16.625248,5.299857] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.4107466, -8.816361, 8.178936]], and the following given embeddings correspond to ""stair up"": [[7.8583736, 0.07811177, -1.5329976]]; classify the embedding [-9.669992,-16.888025,5.9329934] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-12.513758, -17.19655, 1.7423397]], and the following given embeddings correspond to ""stair up"": [[12.194308, -2.0946207, 4.502528]]; classify the embedding [-9.984881,-16.37602,5.1202316] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-3.921882, -13.48336, 6.6326356]], and the following given embeddings correspond to ""stair up"": [[3.810597, -0.26066512, 1.5347749]]; classify the embedding [-8.49651,-17.411568,3.1271803] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.984881, -16.37602, 5.1202316]], and the following given embeddings correspond to ""stair up"": [[6.5561666, 14.136191, -2.610764]]; classify the embedding [-7.995346,10.183018,0.74098086] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-2.1266217, -1.1563972, 0.43011704]], and the following given embeddings correspond to ""stair up"": [[4.0979495, 2.9616365, 0.8128543]]; classify the embedding [-7.4363666,10.558059,1.5245211] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""standing"": [[-9.718163, 9.26373, 3.582328]], and the following given embeddings correspond to ""stair up"": [[9.633384, -3.9465306, -2.3553934]]; classify the embedding [-7.4631686,-17.69159,3.6341596] as either ""standing"" or ""stair up"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
