query,ground_truth
"The following given embeddings correspond to ""walking upstairs"": [[-1.6527507, 22.14561], [-23.680086, 12.583479], [-11.545695, 9.505371]], and the following given embeddings correspond to ""standing"": [[-1.0285378, -29.839577], [-9.423665, -5.431859], [6.898418, -15.975768]]; classify the embedding [-25.104355,11.106242] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.532173, 11.909289], [-11.019561, 10.882301], [-18.801952, 13.567216]], and the following given embeddings correspond to ""standing"": [[-6.899336, -21.73333], [-0.38804618, -26.179089], [4.767576, -18.226492]]; classify the embedding [-22.562931,5.157091] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176], [-25.468723, 6.167914], [-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[2.1271844, -27.017937], [-7.868472, -22.267239], [-4.8813534, -13.794277]]; classify the embedding [-18.521212,16.51115] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-12.224311, 10.59824], [-26.75123, 7.0553517], [-10.999353, 13.075417]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203], [6.898418, -15.975768], [-11.352449, -11.656187]]; classify the embedding [-11.27695,9.439257] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914], [-26.58731, 11.489656], [-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[0.16642138, -22.013525], [-5.1564293, -23.875608], [-9.059019, -25.79015]]; classify the embedding [-25.179623,5.2739477] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.703899, 13.600154], [-10.183463, 24.291185], [-11.6371765, 14.594176]], and the following given embeddings correspond to ""standing"": [[-7.167243, -23.013578], [0.6431374, -20.298145], [0.09049499, -26.603556]]; classify the embedding [-23.778671,5.86172] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795], [-18.97258, 14.580915], [-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[3.292781, -21.060204], [-8.326757, -8.3448105], [-8.264383, -21.892675]]; classify the embedding [-11.703899,13.600154] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.58731, 11.489656], [-20.20876, 5.304723], [-16.659843, 9.041169]], and the following given embeddings correspond to ""standing"": [[3.056152, -24.06641], [-14.829434, -12.654818], [-0.029218443, -26.943766]]; classify the embedding [-27.174917,7.922465] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.877647, 7.019086], [-27.174917, 7.922465], [-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[2.1271844, -27.017937], [-5.130556, -14.719297], [-1.7765061, -13.543594]]; classify the embedding [-9.821461,10.517828] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176], [-2.1234057, 21.060596], [-11.392027, 10.348717]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207], [-8.627505, -17.77227], [4.4955587, -27.268408]]; classify the embedding [-26.925472,10.948633] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-21.103573, 14.358908], [-16.647497, 7.66493], [-21.540411, 6.1713576]], and the following given embeddings correspond to ""standing"": [[6.7115145, -21.572144], [5.8532214, -13.513204], [-8.627505, -17.77227]]; classify the embedding [-11.545695,9.505371] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675], [-11.703899, 13.600154], [-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[4.686016, -30.14473], [0.6431374, -20.298145], [6.898418, -15.975768]]; classify the embedding [-5.560883,24.658054] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417], [-25.210358, 7.992878], [-11.6371765, 14.594176]], and the following given embeddings correspond to ""standing"": [[-11.602644, -12.630606], [-6.3888345, -10.574955], [-0.029218443, -26.943766]]; classify the embedding [-20.17554,7.178261] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434], [-26.75123, 7.0553517], [-11.019561, 10.882301]], and the following given embeddings correspond to ""standing"": [[-0.88970447, -19.435606], [-7.5971336, -15.70254], [0.7684486, -17.91203]]; classify the embedding [-26.58731,11.489656] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434], [-10.573148, 14.615795], [-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-4.540945, -13.346345], [-9.672583, -17.206732], [-6.167612, -20.587278]]; classify the embedding [-19.310556,16.019463] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261], [-11.392027, 10.348717], [-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[7.365501, -24.654139], [-5.1564293, -23.875608], [-8.627505, -17.77227]]; classify the embedding [-25.77722,7.6843185] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.97258, 14.580915], [-16.647497, 7.66493], [-9.938932, 9.697947]], and the following given embeddings correspond to ""standing"": [[-1.7451919, -25.57503], [-1.0285378, -29.839577], [0.09049499, -26.603556]]; classify the embedding [-11.6371765,14.594176] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.647497, 7.66493], [-27.174917, 7.922465], [-25.532173, 11.909289]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207], [-2.1051333, -23.799711], [2.6919582, -30.555603]]; classify the embedding [-26.877647,7.019086] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.179623, 5.2739477], [-18.88329, 16.586163], [-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[0.8451632, -13.56643], [0.6431374, -20.298145], [-10.297834, -15.458884]]; classify the embedding [-25.532173,11.909289] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599], [-25.469833, 9.565675], [-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889], [-11.225599, -12.580521], [-12.700918, -17.05095]]; classify the embedding [-11.667809,11.078466] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176], [-11.703899, 13.600154], [-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[-6.3888345, -10.574955], [-13.245776, -11.5026245], [-5.130556, -14.719297]]; classify the embedding [-18.739454,15.036408] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417], [-23.778671, 5.86172], [-21.540411, 6.1713576]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889], [-9.024253, -22.917667], [7.365501, -24.654139]]; classify the embedding [-21.103573,14.358908] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408], [-9.903596, 26.033176], [-26.58731, 11.489656]], and the following given embeddings correspond to ""standing"": [[-9.024253, -22.917667], [-11.245486, -9.953906], [-5.2038627, -21.720722]]; classify the embedding [-18.88329,16.586163] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914], [-21.540411, 6.1713576], [-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[-9.024253, -22.917667], [-12.163771, -10.816486], [-1.7451919, -25.57503]]; classify the embedding [-16.328333,8.922925] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925], [-20.17554, 7.178261], [-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[3.457969, -26.278334], [3.270566, -23.429531], [3.7352402, -18.743303]]; classify the embedding [-18.801952,13.567216] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.77722, 7.6843185], [-17.085665, 17.091076], [-23.680086, 12.583479]], and the following given embeddings correspond to ""standing"": [[2.7068744, -19.517391], [2.6919582, -30.555603], [0.20240755, -19.649248]]; classify the embedding [-18.97258,14.580915] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.703899, 13.600154], [-1.6527507, 22.14561], [-10.183463, 24.291185]], and the following given embeddings correspond to ""standing"": [[-11.225599, -12.580521], [0.20240755, -19.649248], [-4.8480935, -19.351532]]; classify the embedding [-9.903596,26.033176] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261], [-2.1234057, 21.060596], [-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[-2.0146902, -19.096197], [0.09049499, -26.603556], [-12.163771, -10.816486]]; classify the embedding [-25.10742,5.125669] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216], [-23.880686, 11.67885], [-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[-10.54026, -12.970497], [-10.297834, -15.458884], [-5.2038627, -21.720722]]; classify the embedding [-16.341951,16.949923] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.938932, 9.697947], [-11.703899, 13.600154], [-17.649618, 6.7299747]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657], [-6.899336, -21.73333], [-8.137624, -10.475516]]; classify the embedding [-23.680086,12.583479] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398], [-11.392027, 10.348717], [-16.659843, 9.041169]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657], [-5.1564293, -23.875608], [2.7068744, -19.517391]]; classify the embedding [-10.999353,13.075417] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398], [-23.778671, 5.86172], [-18.88329, 16.586163]], and the following given embeddings correspond to ""standing"": [[-8.137624, -10.475516], [-3.1004782, -25.6334], [-10.297834, -15.458884]]; classify the embedding [-25.210358,7.992878] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675], [-18.97258, 14.580915], [-13.817916, 15.620053]], and the following given embeddings correspond to ""standing"": [[0.4251615, -16.541111], [-0.029218443, -26.943766], [-1.1379516, -17.909557]]; classify the embedding [-12.224311,10.59824] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795], [-26.877647, 7.019086], [-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[0.42132166, -28.212082], [1.1470101, -22.985207], [-10.538013, -10.854899]]; classify the embedding [-1.9106822,19.663305] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-27.174917, 7.922465], [-2.1234057, 21.060596], [-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[-12.163771, -10.816486], [0.16642138, -22.013525], [4.686016, -30.14473]]; classify the embedding [-1.6527507,22.14561] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675], [-11.27695, 9.439257], [-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[-12.163771, -10.816486], [-1.4998946, -15.854186], [1.928141, -15.34961]]; classify the embedding [-13.817916,15.620053] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795], [-16.341951, 16.949923], [-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235], [-3.1291292, -18.047365], [-6.05866, -10.8738785]]; classify the embedding [-10.183463,24.291185] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398], [-16.328333, 8.922925], [-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203], [-2.0152125, -30.238617], [-1.7451919, -25.57503]]; classify the embedding [-2.7764535,21.51868] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172], [-5.560883, 24.658054], [-1.6527507, 22.14561]], and the following given embeddings correspond to ""standing"": [[-7.868472, -22.267239], [2.514203, -14.380582], [3.457969, -26.278334]]; classify the embedding [-11.392027,10.348717] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-19.453993, 4.76599], [-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[-1.7765061, -13.543594], [-8.135369, -24.714966], [-0.4221817, -24.698587]]; classify the embedding [-2.1234057,21.060596] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795], [-12.224311, 10.59824], [-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[-1.1379516, -17.909557], [-5.321734, -8.374708], [2.1271844, -27.017937]]; classify the embedding [-25.469833,9.565675] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-23.880686, 11.67885], [-23.778671, 5.86172], [-11.545695, 9.505371]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235], [-8.264383, -21.892675], [-12.163771, -10.816486]]; classify the embedding [-25.468723,6.167914] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925], [-25.469833, 9.565675], [-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[0.8451632, -13.56643], [-0.4221817, -24.698587], [-0.88970447, -19.435606]]; classify the embedding [-19.453993,4.76599] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.104355, 11.106242], [-11.27695, 9.439257], [-25.210358, 7.992878]], and the following given embeddings correspond to ""standing"": [[-0.15393946, -31.613182], [0.42132166, -28.212082], [4.4955587, -27.268408]]; classify the embedding [-16.659843,9.041169] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-1.6527507, 22.14561], [-18.521212, 16.51115], [-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-0.64759326, -11.936718], [2.514203, -14.380582], [-1.4998946, -15.854186]]; classify the embedding [-11.786198,9.327398] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408], [-26.58731, 11.489656], [-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711], [-3.7737896, -16.363657], [0.20240755, -19.649248]]; classify the embedding [-17.085665,17.091076] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-17.649618, 6.7299747], [-11.392027, 10.348717], [-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608], [2.6050432, -21.64601], [-7.2135916, -26.8858]]; classify the embedding [-26.75123,7.0553517] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.392027, 10.348717], [-11.786198, 9.327398], [-5.560883, 24.658054]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186], [-9.672583, -17.206732], [-6.167612, -20.587278]]; classify the embedding [2.514203,-14.380582] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675], [-16.647497, 7.66493], [-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608], [-6.9715166, -11.976806], [-8.583038, -20.128769]]; classify the embedding [-3.7737896,-16.363657] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-13.817916, 15.620053], [-12.224311, 10.59824], [-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[4.645065, -22.891973], [-1.4998946, -15.854186], [0.3692806, -27.107492]]; classify the embedding [-4.8813534,-13.794277] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633], [-23.918737, 12.886848], [-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[5.7707844, -19.403368], [-0.38804618, -26.179089], [-1.1379516, -17.909557]]; classify the embedding [-3.1291292,-18.047365] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.310556, 16.019463], [-23.918737, 12.886848], [-25.210358, 7.992878]], and the following given embeddings correspond to ""standing"": [[-0.38804618, -26.179089], [-8.627505, -17.77227], [2.7068744, -19.517391]]; classify the embedding [-8.137624,-10.475516] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.341951, 16.949923], [-25.532173, 11.909289], [-17.649618, 6.7299747]], and the following given embeddings correspond to ""standing"": [[-7.738978, -21.27784], [-2.1051333, -23.799711], [-3.8615415, -22.56889]]; classify the embedding [-6.3888345,-10.574955] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-10.999353, 13.075417], [-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-1.8086722, -26.882647], [2.6050432, -21.64601], [5.8532214, -13.513204]]; classify the embedding [-6.9715166,-11.976806] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633], [-25.10742, 5.125669], [-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711], [-5.321734, -8.374708], [-8.507037, -23.675472]]; classify the embedding [0.8451632,-13.56643] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
