query,ground_truth
"The following given embeddings correspond to ""walking upstairs"": [[-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[2.1271844, -27.017937]]; classify the embedding [-9.821461,10.517828] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207]]; classify the embedding [-26.925472,10.948633] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[6.7115145, -21.572144]]; classify the embedding [-11.545695,9.505371] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[4.686016, -30.14473]]; classify the embedding [-5.560883,24.658054] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417]], and the following given embeddings correspond to ""standing"": [[-11.602644, -12.630606]]; classify the embedding [-20.17554,7.178261] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-0.88970447, -19.435606]]; classify the embedding [-26.58731,11.489656] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-4.540945, -13.346345]]; classify the embedding [-19.310556,16.019463] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261]], and the following given embeddings correspond to ""standing"": [[7.365501, -24.654139]]; classify the embedding [-25.77722,7.6843185] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-1.7451919, -25.57503]]; classify the embedding [-11.6371765,14.594176] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.647497, 7.66493]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207]]; classify the embedding [-26.877647,7.019086] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.179623, 5.2739477]], and the following given embeddings correspond to ""standing"": [[0.8451632, -13.56643]]; classify the embedding [-25.532173,11.909289] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889]]; classify the embedding [-11.667809,11.078466] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[-6.3888345, -10.574955]]; classify the embedding [-18.739454,15.036408] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889]]; classify the embedding [-21.103573,14.358908] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408]], and the following given embeddings correspond to ""standing"": [[-9.024253, -22.917667]]; classify the embedding [-18.88329,16.586163] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[-9.024253, -22.917667]]; classify the embedding [-16.328333,8.922925] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925]], and the following given embeddings correspond to ""standing"": [[3.457969, -26.278334]]; classify the embedding [-18.801952,13.567216] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[2.7068744, -19.517391]]; classify the embedding [-18.97258,14.580915] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.703899, 13.600154]], and the following given embeddings correspond to ""standing"": [[-11.225599, -12.580521]]; classify the embedding [-9.903596,26.033176] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261]], and the following given embeddings correspond to ""standing"": [[-2.0146902, -19.096197]]; classify the embedding [-25.10742,5.125669] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216]], and the following given embeddings correspond to ""standing"": [[-10.54026, -12.970497]]; classify the embedding [-16.341951,16.949923] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-9.938932, 9.697947]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657]]; classify the embedding [-23.680086,12.583479] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657]]; classify the embedding [-10.999353,13.075417] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[-8.137624, -10.475516]]; classify the embedding [-25.210358,7.992878] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[0.4251615, -16.541111]]; classify the embedding [-12.224311,10.59824] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[0.42132166, -28.212082]]; classify the embedding [-1.9106822,19.663305] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-27.174917, 7.922465]], and the following given embeddings correspond to ""standing"": [[-12.163771, -10.816486]]; classify the embedding [-1.6527507,22.14561] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[-12.163771, -10.816486]]; classify the embedding [-13.817916,15.620053] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235]]; classify the embedding [-10.183463,24.291185] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203]]; classify the embedding [-2.7764535,21.51868] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-7.868472, -22.267239]]; classify the embedding [-11.392027,10.348717] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[-1.7765061, -13.543594]]; classify the embedding [-2.1234057,21.060596] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[-1.1379516, -17.909557]]; classify the embedding [-25.469833,9.565675] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235]]; classify the embedding [-25.468723,6.167914] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925]], and the following given embeddings correspond to ""standing"": [[0.8451632, -13.56643]]; classify the embedding [-19.453993,4.76599] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-25.104355, 11.106242]], and the following given embeddings correspond to ""standing"": [[-0.15393946, -31.613182]]; classify the embedding [-16.659843,9.041169] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-1.6527507, 22.14561]], and the following given embeddings correspond to ""standing"": [[-0.64759326, -11.936718]]; classify the embedding [-11.786198,9.327398] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711]]; classify the embedding [-17.085665,17.091076] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-17.649618, 6.7299747]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608]]; classify the embedding [-26.75123,7.0553517] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.392027, 10.348717]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186]]; classify the embedding [2.514203,-14.380582] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608]]; classify the embedding [-3.7737896,-16.363657] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-13.817916, 15.620053]], and the following given embeddings correspond to ""standing"": [[4.645065, -22.891973]]; classify the embedding [-4.8813534,-13.794277] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[5.7707844, -19.403368]]; classify the embedding [-3.1291292,-18.047365] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.310556, 16.019463]], and the following given embeddings correspond to ""standing"": [[-0.38804618, -26.179089]]; classify the embedding [-8.137624,-10.475516] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.341951, 16.949923]], and the following given embeddings correspond to ""standing"": [[-7.738978, -21.27784]]; classify the embedding [-6.3888345,-10.574955] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[-1.8086722, -26.882647]]; classify the embedding [-6.9715166,-11.976806] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711]]; classify the embedding [0.8451632,-13.56643] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925]], and the following given embeddings correspond to ""standing"": [[0.5966125, -25.538857]]; classify the embedding [-9.423665,-5.431859] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[-0.64759326, -11.936718]]; classify the embedding [-3.6057417,-18.842138] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216]], and the following given embeddings correspond to ""standing"": [[-2.0146902, -19.096197]]; classify the embedding [0.7684486,-17.91203] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.179623, 5.2739477]], and the following given embeddings correspond to ""standing"": [[6.1139703, -18.154724]]; classify the embedding [-7.5649247,-12.308547] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-3.6057417, -18.842138]]; classify the embedding [-1.4998946,-15.854186] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.659843, 9.041169]], and the following given embeddings correspond to ""standing"": [[-9.423665, -5.431859]]; classify the embedding [-6.05866,-10.8738785] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-13.817916, 15.620053]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235]]; classify the embedding [-2.0146902,-19.096197] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[3.457969, -26.278334]]; classify the embedding [-0.64759326,-11.936718] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657]]; classify the embedding [-1.7765061,-13.543594] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889]]; classify the embedding [0.20240755,-19.649248] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186]]; classify the embedding [-0.88970447,-19.435606] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.545695, 9.505371]], and the following given embeddings correspond to ""standing"": [[-8.135369, -24.714966]]; classify the embedding [0.6431374,-20.298145] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176]], and the following given embeddings correspond to ""standing"": [[-1.8086722, -26.882647]]; classify the embedding [1.928141,-15.34961] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-7.2135916, -26.8858]]; classify the embedding [-0.30827728,-15.194513] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.6371765, 14.594176]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207]]; classify the embedding [-13.245776,-11.5026245] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408]], and the following given embeddings correspond to ""standing"": [[-9.725307, -10.773289]]; classify the embedding [0.4251615,-16.541111] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235]]; classify the embedding [-1.1379516,-17.909557] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.392027, 10.348717]], and the following given embeddings correspond to ""standing"": [[-1.7765061, -13.543594]]; classify the embedding [-8.583038,-20.128769] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[-5.130556, -14.719297]]; classify the embedding [-6.899336,-21.73333] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[0.6431374, -20.298145]]; classify the embedding [-9.059019,-25.79015] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[-0.4221817, -24.698587]]; classify the embedding [-9.024253,-22.917667] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868]], and the following given embeddings correspond to ""standing"": [[2.21717, -24.798624]]; classify the embedding [-7.2232,-19.534014] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.183463, 24.291185]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711]]; classify the embedding [-10.297834,-15.458884] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Standing
